date,tmin,tmax,station,period
1981-03-08,-3.14,6.86,Example_Germany,historical_1981_2010
1981-03-09,-2.34,7.66,Example_Germany,historical_1981_2010
1981-03-10,-1.53,8.47,Example_Germany,historical_1981_2010
1981-03-11,-0.82,9.18,Example_Germany,historical_1981_2010
1981-03-12,-0.26,9.74,Example_Germany,historical_1981_2010
1981-03-13,0.08,10.08,Example_Germany,historical_1981_2010
1981-03-14,0.18,10.18,Example_Germany,historical_1981_2010
1981-03-15,0.04,10.04,Example_Germany,historical_1981_2010
1981-03-16,-0.28,9.72,Example_Germany,historical_1981_2010
1981-03-17,-0.73,9.27,Example_Germany,historical_1981_2010
1981-03-18,-1.23,8.77,Example_Germany,historical_1981_2010
1981-03-19,-1.67,8.33,Example_Germany,historical_1981_2010
1981-03-20,-1.99,8.01,Example_Germany,historical_1981_2010
1981-03-21,-2.12,7.88,Example_Germany,historical_1981_2010
1981-03-22,-2.01,7.99,Example_Germany,historical_1981_2010
1981-03-23,-1.65,8.35,Example_Germany,historical_1981_2010
1981-03-24,-1.08,8.92,Example_Germany,historical_1981_2010
1981-03-25,-0.34,9.66,Example_Germany,historical_1981_2010
1981-03-26,0.49,10.49,Example_Germany,historical_1981_2010
1981-03-27,1.32,11.32,Example_Germany,historical_1981_2010
1981-03-28,2.06,12.06,Example_Germany,historical_1981_2010
1981-03-29,2.64,12.64,Example_Germany,historical_1981_2010
1981-03-30,3.0,13.0,Example_Germany,historical_1981_2010
1981-03-31,3.12,13.12,Example_Germany,historical_1981_2010
1981-04-01,3.01,13.01,Example_Germany,historical_1981_2010
1981-04-02,2.71,12.71,Example_Germany,historical_1981_2010
1981-04-03,2.28,12.28,Example_Germany,historical_1981_2010
1981-04-04,1.8,11.8,Example_Germany,historical_1981_2010
1981-04-05,1.37,11.37,Example_Germany,historical_1981_2010
1981-04-06,1.07,11.07,Example_Germany,historical_1981_2010
1981-04-07,0.96,10.96,Example_Germany,historical_1981_2010
1981-04-08,1.09,11.09,Example_Germany,historical_1981_2010
1981-04-09,1.46,11.46,Example_Germany,historical_1981_2010
1981-04-10,2.04,12.04,Example_Germany,historical_1981_2010
1981-04-11,2.79,12.79,Example_Germany,historical_1981_2010
1981-04-12,3.63,13.63,Example_Germany,historical_1981_2010
1981-04-13,4.47,14.47,Example_Germany,historical_1981_2010
1981-04-14,5.22,15.22,Example_Germany,historical_1981_2010
1981-04-15,5.81,15.81,Example_Germany,historical_1981_2010
1981-04-16,6.18,16.18,Example_Germany,historical_1981_2010
1981-04-17,6.31,16.31,Example_Germany,historical_1981_2010
1981-04-18,6.2,16.2,Example_Germany,historical_1981_2010
1981-04-19,5.9,15.9,Example_Germany,historical_1981_2010
1981-04-20,5.48,15.48,Example_Germany,historical_1981_2010
1981-04-21,5.0,15.0,Example_Germany,historical_1981_2010
1981-04-22,4.57,14.57,Example_Germany,historical_1981_2010
1981-04-23,4.27,14.27,Example_Germany,historical_1981_2010
1981-04-24,4.16,14.16,Example_Germany,historical_1981_2010
1981-04-25,4.29,14.29,Example_Germany,historical_1981_2010
1981-04-26,4.66,14.66,Example_Germany,historical_1981_2010
1981-04-27,5.24,15.24,Example_Germany,historical_1981_2010
1981-04-28,5.99,15.99,Example_Germany,historical_1981_2010
1981-04-29,6.82,16.82,Example_Germany,historical_1981_2010
1981-04-30,7.66,17.66,Example_Germany,historical_1981_2010
1981-05-01,8.4,18.4,Example_Germany,historical_1981_2010
1981-05-02,8.98,18.98,Example_Germany,historical_1981_2010
1981-05-03,9.34,19.34,Example_Germany,historical_1981_2010
1981-05-04,9.46,19.46,Example_Germany,historical_1981_2010
1981-05-05,9.35,19.35,Example_Germany,historical_1981_2010
1981-05-06,9.04,19.04,Example_Germany,historical_1981_2010
1981-05-07,8.6,18.6,Example_Germany,historical_1981_2010
1981-05-08,8.11,18.11,Example_Germany,historical_1981_2010
1981-05-09,7.67,17.67,Example_Germany,historical_1981_2010
1981-05-10,7.35,17.35,Example_Germany,historical_1981_2010
1981-05-11,7.23,17.23,Example_Germany,historical_1981_2010
1981-05-12,7.34,17.34,Example_Germany,historical_1981_2010
1981-05-13,7.68,17.68,Example_Germany,historical_1981_2010
1981-05-14,8.25,18.25,Example_Germany,historical_1981_2010
1981-05-15,8.98,18.98,Example_Germany,historical_1981_2010
1981-05-16,9.79,19.79,Example_Germany,historical_1981_2010
1981-05-17,10.6,20.6,Example_Germany,historical_1981_2010
1981-05-18,11.33,21.33,Example_Germany,historical_1981_2010
1981-05-19,11.88,21.88,Example_Germany,historical_1981_2010
1981-05-20,12.22,22.22,Example_Germany,historical_1981_2010
1981-05-21,12.32,22.32,Example_Germany,historical_1981_2010
1981-05-22,12.17,22.17,Example_Germany,historical_1981_2010
1981-05-23,11.84,21.84,Example_Germany,historical_1981_2010
1981-05-24,11.37,21.37,Example_Germany,historical_1981_2010
1981-05-25,10.86,20.86,Example_Germany,historical_1981_2010
1981-05-26,10.38,20.38,Example_Germany,historical_1981_2010
1981-05-27,10.04,20.04,Example_Germany,historical_1981_2010
1981-05-28,9.88,19.88,Example_Germany,historical_1981_2010
1981-05-29,9.96,19.96,Example_Germany,historical_1981_2010
1981-05-30,10.28,20.28,Example_Germany,historical_1981_2010
1981-05-31,10.81,20.81,Example_Germany,historical_1981_2010
1981-06-01,11.51,21.51,Example_Germany,historical_1981_2010
1981-06-02,12.29,22.29,Example_Germany,historical_1981_2010
1981-06-03,13.06,23.06,Example_Germany,historical_1981_2010
1981-06-04,13.75,23.75,Example_Germany,historical_1981_2010
1981-06-05,14.27,24.27,Example_Germany,historical_1981_2010
1981-06-06,14.57,24.57,Example_Germany,historical_1981_2010
1981-06-07,14.63,24.63,Example_Germany,historical_1981_2010
1981-06-08,14.45,24.45,Example_Germany,historical_1981_2010
1981-06-09,14.07,24.07,Example_Germany,historical_1981_2010
1981-06-10,13.56,23.56,Example_Germany,historical_1981_2010
1981-06-11,13.01,23.01,Example_Germany,historical_1981_2010
1981-06-12,12.5,22.5,Example_Germany,historical_1981_2010
1981-06-13,12.11,22.11,Example_Germany,historical_1981_2010
1981-06-14,11.91,21.91,Example_Germany,historical_1981_2010
1981-06-15,11.95,21.95,Example_Germany,historical_1981_2010
1981-06-16,12.22,22.22,Example_Germany,historical_1981_2010
1981-06-17,12.71,22.71,Example_Germany,historical_1981_2010
1981-06-18,13.36,23.36,Example_Germany,historical_1981_2010
1981-06-19,14.09,24.09,Example_Germany,historical_1981_2010
1981-06-20,14.82,24.82,Example_Germany,historical_1981_2010
1981-06-21,15.46,25.46,Example_Germany,historical_1981_2010
1981-06-22,15.94,25.94,Example_Germany,historical_1981_2010
1981-06-23,16.19,26.19,Example_Germany,historical_1981_2010
1981-06-24,16.2,26.2,Example_Germany,historical_1981_2010
1981-06-25,15.97,25.97,Example_Germany,historical_1981_2010
1981-06-26,15.55,25.55,Example_Germany,historical_1981_2010
1981-06-27,14.99,24.99,Example_Germany,historical_1981_2010
1981-06-28,14.39,24.39,Example_Germany,historical_1981_2010
1981-06-29,13.82,23.82,Example_Germany,historical_1981_2010
1981-06-30,13.38,23.38,Example_Germany,historical_1981_2010
1981-07-01,13.14,23.14,Example_Germany,historical_1981_2010
1981-07-02,13.12,23.12,Example_Germany,historical_1981_2010
1981-07-03,13.34,23.34,Example_Germany,historical_1981_2010
1981-07-04,13.78,23.78,Example_Germany,historical_1981_2010
1981-07-05,14.38,24.38,Example_Germany,historical_1981_2010
1981-07-06,15.06,25.06,Example_Germany,historical_1981_2010
1981-07-07,15.74,25.74,Example_Germany,historical_1981_2010
1981-07-08,16.33,26.33,Example_Germany,historical_1981_2010
1981-07-09,16.75,26.75,Example_Germany,historical_1981_2010
1981-07-10,16.95,26.95,Example_Germany,historical_1981_2010
1981-07-11,16.9,26.9,Example_Germany,historical_1981_2010
1981-07-12,16.62,26.62,Example_Germany,historical_1981_2010
1981-07-13,16.14,26.14,Example_Germany,historical_1981_2010
1981-07-14,15.53,25.53,Example_Germany,historical_1981_2010
1981-07-15,14.87,24.87,Example_Germany,historical_1981_2010
1981-07-16,14.25,24.25,Example_Germany,historical_1981_2010
1981-07-17,13.76,23.76,Example_Germany,historical_1981_2010
1981-07-18,13.46,23.46,Example_Germany,historical_1981_2010
1981-07-19,13.39,23.39,Example_Germany,historical_1981_2010
1981-07-20,13.55,23.55,Example_Germany,historical_1981_2010
1981-07-21,13.93,23.93,Example_Germany,historical_1981_2010
1981-07-22,14.48,24.48,Example_Germany,historical_1981_2010
1981-07-23,15.1,25.1,Example_Germany,historical_1981_2010
1981-07-24,15.73,25.73,Example_Germany,historical_1981_2010
1981-07-25,16.26,26.26,Example_Germany,historical_1981_2010
1981-07-26,16.63,26.63,Example_Germany,historical_1981_2010
1981-07-27,16.77,26.77,Example_Germany,historical_1981_2010
1981-07-28,16.67,26.67,Example_Germany,historical_1981_2010
1981-07-29,16.33,26.33,Example_Germany,historical_1981_2010
1981-07-30,15.8,25.8,Example_Germany,historical_1981_2010
1981-07-31,15.13,25.13,Example_Germany,historical_1981_2010
1981-08-01,14.42,24.42,Example_Germany,historical_1981_2010
1981-08-02,13.75,23.75,Example_Germany,historical_1981_2010
1981-08-03,13.2,23.2,Example_Germany,historical_1981_2010
1981-08-04,12.84,22.84,Example_Germany,historical_1981_2010
1981-08-05,12.72,22.72,Example_Germany,historical_1981_2010
1981-08-06,12.83,22.83,Example_Germany,historical_1981_2010
1981-08-07,13.16,23.16,Example_Germany,historical_1981_2010
1981-08-08,13.65,23.65,Example_Germany,historical_1981_2010
1981-08-09,14.22,24.22,Example_Germany,historical_1981_2010
1981-08-10,14.79,24.79,Example_Germany,historical_1981_2010
1981-08-11,15.27,25.27,Example_Germany,historical_1981_2010
1981-08-12,15.59,25.59,Example_Germany,historical_1981_2010
1981-08-13,15.68,25.68,Example_Germany,historical_1981_2010
1981-08-14,15.53,25.53,Example_Germany,historical_1981_2010
1981-08-15,15.14,25.14,Example_Germany,historical_1981_2010
1981-08-16,14.55,24.55,Example_Germany,historical_1981_2010
1981-08-17,13.84,23.84,Example_Germany,historical_1981_2010
1981-08-18,13.07,23.07,Example_Germany,historical_1981_2010
1981-08-19,12.35,22.35,Example_Germany,historical_1981_2010
1981-08-20,11.75,21.75,Example_Germany,historical_1981_2010
1981-08-21,11.35,21.35,Example_Germany,historical_1981_2010
1981-08-22,11.18,21.18,Example_Germany,historical_1981_2010
1981-08-23,11.24,21.24,Example_Germany,historical_1981_2010
1981-08-24,11.52,21.52,Example_Germany,historical_1981_2010
1981-08-25,11.96,21.96,Example_Germany,historical_1981_2010
1981-08-26,12.49,22.49,Example_Germany,historical_1981_2010
1981-08-27,13.02,23.02,Example_Germany,historical_1981_2010
1981-08-28,13.45,23.45,Example_Germany,historical_1981_2010
1981-08-29,13.72,23.72,Example_Germany,historical_1981_2010
1981-08-30,13.77,23.77,Example_Germany,historical_1981_2010
1981-08-31,13.57,23.57,Example_Germany,historical_1981_2010
1981-09-01,13.14,23.14,Example_Germany,historical_1981_2010
1981-09-02,12.51,22.51,Example_Germany,historical_1981_2010
1981-09-03,11.75,21.75,Example_Germany,historical_1981_2010
1981-09-04,10.95,20.95,Example_Germany,historical_1981_2010
1981-09-05,10.18,20.18,Example_Germany,historical_1981_2010
1981-09-06,9.55,19.55,Example_Germany,historical_1981_2010
1981-09-07,9.1,19.1,Example_Germany,historical_1981_2010
1981-09-08,8.89,18.89,Example_Germany,historical_1981_2010
1981-09-09,8.92,18.92,Example_Germany,historical_1981_2010
1981-09-10,9.16,19.16,Example_Germany,historical_1981_2010
1981-09-11,9.56,19.56,Example_Germany,historical_1981_2010
1981-09-12,10.05,20.05,Example_Germany,historical_1981_2010
1981-09-13,10.54,20.54,Example_Germany,historical_1981_2010
1981-09-14,10.94,20.94,Example_Germany,historical_1981_2010
1981-09-15,11.18,21.18,Example_Germany,historical_1981_2010
1981-09-16,11.19,21.19,Example_Germany,historical_1981_2010
1981-09-17,10.96,20.96,Example_Germany,historical_1981_2010
1981-09-18,10.5,20.5,Example_Germany,historical_1981_2010
1981-09-19,9.84,19.84,Example_Germany,historical_1981_2010
1981-09-20,9.05,19.05,Example_Germany,historical_1981_2010
1981-09-21,8.22,18.22,Example_Germany,historical_1981_2010
1981-09-22,7.43,17.43,Example_Germany,historical_1981_2010
1981-09-23,6.76,16.76,Example_Germany,historical_1981_2010
1981-09-24,6.29,16.29,Example_Germany,historical_1981_2010
1981-09-25,6.05,16.05,Example_Germany,historical_1981_2010
1981-09-26,6.05,16.05,Example_Germany,historical_1981_2010
1981-09-27,6.27,16.27,Example_Germany,historical_1981_2010
1981-09-28,6.65,16.65,Example_Germany,historical_1981_2010
1981-09-29,7.12,17.12,Example_Germany,historical_1981_2010
1981-09-30,7.59,17.59,Example_Germany,historical_1981_2010
1981-10-01,7.97,17.97,Example_Germany,historical_1981_2010
1981-10-02,8.18,18.18,Example_Germany,historical_1981_2010
1981-10-03,8.18,18.18,Example_Germany,historical_1981_2010
1981-10-04,7.93,17.93,Example_Germany,historical_1981_2010
1981-10-05,7.45,17.45,Example_Germany,historical_1981_2010
1981-10-06,6.77,16.77,Example_Germany,historical_1981_2010
1981-10-07,5.97,15.97,Example_Germany,historical_1981_2010
1981-10-08,5.12,15.12,Example_Germany,historical_1981_2010
1981-10-09,4.32,14.32,Example_Germany,historical_1981_2010
1981-10-10,3.64,13.64,Example_Germany,historical_1981_2010
1981-10-11,3.15,13.15,Example_Germany,historical_1981_2010
1981-10-12,2.9,12.9,Example_Germany,historical_1981_2010
1981-10-13,2.9,12.9,Example_Germany,historical_1981_2010
1981-10-14,3.11,13.11,Example_Germany,historical_1981_2010
1981-10-15,3.48,13.48,Example_Germany,historical_1981_2010
1981-10-16,3.94,13.94,Example_Germany,historical_1981_2010
1981-10-17,4.4,14.4,Example_Germany,historical_1981_2010
1981-10-18,4.77,14.77,Example_Germany,historical_1981_2010
1981-10-19,4.98,14.98,Example_Germany,historical_1981_2010
1981-10-20,4.98,14.98,Example_Germany,historical_1981_2010
1981-10-21,4.73,14.73,Example_Germany,historical_1981_2010
1981-10-22,4.24,14.24,Example_Germany,historical_1981_2010
1981-10-23,3.57,13.57,Example_Germany,historical_1981_2010
1981-10-24,2.76,12.76,Example_Germany,historical_1981_2010
1981-10-25,1.92,11.92,Example_Germany,historical_1981_2010
1981-10-26,1.11,11.11,Example_Germany,historical_1981_2010
1981-10-27,0.44,10.44,Example_Germany,historical_1981_2010
1981-10-28,-0.04,9.96,Example_Germany,historical_1981_2010
1981-10-29,-0.28,9.72,Example_Germany,historical_1981_2010
1981-10-30,-0.29,9.71,Example_Germany,historical_1981_2010
1981-10-31,-0.07,9.93,Example_Germany,historical_1981_2010
1981-11-01,0.31,10.31,Example_Germany,historical_1981_2010
1981-11-02,0.78,10.78,Example_Germany,historical_1981_2010
1981-11-03,1.25,11.25,Example_Germany,historical_1981_2010
1981-11-04,1.64,11.64,Example_Germany,historical_1981_2010
1981-11-05,1.86,11.86,Example_Germany,historical_1981_2010
1981-11-06,1.86,11.86,Example_Germany,historical_1981_2010
1981-11-07,1.63,11.63,Example_Germany,historical_1981_2010
1981-11-08,1.16,11.16,Example_Germany,historical_1981_2010
1981-11-09,0.5,10.5,Example_Germany,historical_1981_2010
1981-11-10,-0.29,9.71,Example_Germany,historical_1981_2010
1981-11-11,-1.12,8.88,Example_Germany,historical_1981_2010
1981-11-12,-1.91,8.09,Example_Germany,historical_1981_2010
1981-11-13,-2.56,7.44,Example_Germany,historical_1981_2010
1981-11-14,-3.02,6.98,Example_Germany,historical_1981_2010
1981-11-15,-3.25,6.75,Example_Germany,historical_1981_2010
1981-11-16,-3.23,6.77,Example_Germany,historical_1981_2010
1981-11-17,-2.99,7.01,Example_Germany,historical_1981_2010
1981-11-18,-2.58,7.42,Example_Germany,historical_1981_2010
1981-11-19,-2.09,7.91,Example_Germany,historical_1981_2010
1981-11-20,-1.59,8.41,Example_Germany,historical_1981_2010
1981-11-21,-1.18,8.82,Example_Germany,historical_1981_2010
1981-11-22,-0.93,9.07,Example_Germany,historical_1981_2010
1981-11-23,-0.9,9.1,Example_Germany,historical_1981_2010
1981-11-24,-1.11,8.89,Example_Germany,historical_1981_2010
1981-11-25,-1.55,8.45,Example_Germany,historical_1981_2010
1981-11-26,-2.18,7.82,Example_Germany,historical_1981_2010
1981-11-27,-2.94,7.06,Example_Germany,historical_1981_2010
1981-11-28,-3.74,6.26,Example_Germany,historical_1981_2010
1981-11-29,-4.49,5.51,Example_Germany,historical_1981_2010
1981-11-30,-5.11,4.89,Example_Germany,historical_1981_2010
1981-12-01,-5.54,4.46,Example_Germany,historical_1981_2010
1981-12-02,-5.73,4.27,Example_Germany,historical_1981_2010
1981-12-03,-5.67,4.33,Example_Germany,historical_1981_2010
1981-12-04,-5.4,4.6,Example_Germany,historical_1981_2010
1981-12-05,-4.95,5.05,Example_Germany,historical_1981_2010
1981-12-06,-4.42,5.58,Example_Germany,historical_1981_2010
1981-12-07,-3.89,6.11,Example_Germany,historical_1981_2010
1981-12-08,-3.44,6.56,Example_Germany,historical_1981_2010
1981-12-09,-3.15,6.85,Example_Germany,historical_1981_2010
1981-12-10,-3.08,6.92,Example_Germany,historical_1981_2010
1981-12-11,-3.25,6.75,Example_Germany,historical_1981_2010
1981-12-12,-3.64,6.36,Example_Germany,historical_1981_2010
1981-12-13,-4.23,5.77,Example_Germany,historical_1981_2010
1981-12-14,-4.95,5.05,Example_Germany,historical_1981_2010
1981-12-15,-5.7,4.3,Example_Germany,historical_1981_2010
1981-12-16,-6.41,3.59,Example_Germany,historical_1981_2010
1981-12-17,-6.99,3.01,Example_Germany,historical_1981_2010
1981-12-18,-7.37,2.63,Example_Germany,historical_1981_2010
1981-12-19,-7.52,2.48,Example_Germany,historical_1981_2010
1981-12-20,-7.41,2.59,Example_Germany,historical_1981_2010
1981-12-21,-7.09,2.91,Example_Germany,historical_1981_2010
1981-12-22,-6.6,3.4,Example_Germany,historical_1981_2010
1981-12-23,-6.03,3.97,Example_Germany,historical_1981_2010
1981-12-24,-5.44,4.56,Example_Germany,historical_1981_2010
1981-12-25,-4.95,5.05,Example_Germany,historical_1981_2010
1981-12-26,-4.61,5.39,Example_Germany,historical_1981_2010
1981-12-27,-4.49,5.51,Example_Germany,historical_1981_2010
1981-12-28,-4.61,5.39,Example_Germany,historical_1981_2010
1981-12-29,-4.95,5.05,Example_Germany,historical_1981_2010
1981-12-30,-5.49,4.51,Example_Germany,historical_1981_2010
1981-12-31,-6.15,3.85,Example_Germany,historical_1981_2010
1982-01-01,-6.87,3.13,Example_Germany,historical_1981_2010
1982-01-02,-7.53,2.47,Example_Germany,historical_1981_2010
1982-01-03,-8.05,1.95,Example_Germany,historical_1981_2010
1982-01-04,-8.38,1.62,Example_Germany,historical_1981_2010
1982-01-05,-8.47,1.53,Example_Germany,historical_1981_2010
1982-01-06,-8.32,1.68,Example_Germany,historical_1981_2010
1982-01-07,-7.94,2.06,Example_Germany,historical_1981_2010
1982-01-08,-7.4,2.6,Example_Germany,historical_1981_2010
1982-01-09,-6.76,3.24,Example_Germany,historical_1981_2010
1982-01-10,-6.13,3.87,Example_Germany,historical_1981_2010
1982-01-11,-5.58,4.42,Example_Germany,historical_1981_2010
1982-01-12,-5.18,4.82,Example_Germany,historical_1981_2010
1982-01-13,-5.01,4.99,Example_Germany,historical_1981_2010
1982-01-14,-5.07,4.93,Example_Germany,historical_1981_2010
1982-01-15,-5.36,4.64,Example_Germany,historical_1981_2010
1982-01-16,-5.84,4.16,Example_Germany,historical_1981_2010
1982-01-17,-6.45,3.55,Example_Germany,historical_1981_2010
1982-01-18,-7.1,2.9,Example_Germany,historical_1981_2010
1982-01-19,-7.7,2.3,Example_Germany,historical_1981_2010
1982-01-20,-8.17,1.83,Example_Germany,historical_1981_2010
1982-01-21,-8.44,1.56,Example_Germany,historical_1981_2010
1982-01-22,-8.48,1.52,Example_Germany,historical_1981_2010
1982-01-23,-8.27,1.73,Example_Germany,historical_1981_2010
1982-01-24,-7.84,2.16,Example_Germany,historical_1981_2010
1982-01-25,-7.24,2.76,Example_Germany,historical_1981_2010
1982-01-26,-6.55,3.45,Example_Germany,historical_1981_2010
1982-01-27,-5.86,4.14,Example_Germany,historical_1981_2010
1982-01-28,-5.26,4.74,Example_Germany,historical_1981_2010
1982-01-29,-4.81,5.19,Example_Germany,historical_1981_2010
1982-01-30,-4.58,5.42,Example_Germany,historical_1981_2010
1982-01-31,-4.58,5.42,Example_Germany,historical_1981_2010
1982-02-01,-4.82,5.18,Example_Germany,historical_1981_2010
1982-02-02,-5.25,4.75,Example_Germany,historical_1981_2010
1982-02-03,-5.8,4.2,Example_Germany,historical_1981_2010
1982-02-04,-6.4,3.6,Example_Germany,historical_1981_2010
1982-02-05,-6.95,3.05,Example_Germany,historical_1981_2010
1982-02-06,-7.36,2.64,Example_Germany,historical_1981_2010
1982-02-07,-7.58,2.42,Example_Germany,historical_1981_2010
1982-02-08,-7.57,2.43,Example_Germany,historical_1981_2010
1982-02-09,-7.3,2.7,Example_Germany,historical_1981_2010
1982-02-10,-6.82,3.18,Example_Germany,historical_1981_2010
1982-02-11,-6.17,3.83,Example_Germany,historical_1981_2010
1982-02-12,-5.43,4.57,Example_Germany,historical_1981_2010
1982-02-13,-4.69,5.31,Example_Germany,historical_1981_2010
1982-02-14,-4.03,5.97,Example_Germany,historical_1981_2010
1982-02-15,-3.53,6.47,Example_Germany,historical_1981_2010
1982-02-16,-3.25,6.75,Example_Germany,historical_1981_2010
1982-02-17,-3.21,6.79,Example_Germany,historical_1981_2010
1982-02-18,-3.4,6.6,Example_Germany,historical_1981_2010
1982-02-19,-3.78,6.22,Example_Germany,historical_1981_2010
1982-02-20,-4.28,5.72,Example_Germany,historical_1981_2010
1982-02-21,-4.83,5.17,Example_Germany,historical_1981_2010
1982-02-22,-5.33,4.67,Example_Germany,historical_1981_2010
1982-02-23,-5.7,4.3,Example_Germany,historical_1981_2010
1982-02-24,-5.87,4.13,Example_Germany,historical_1981_2010
1982-02-25,-5.8,4.2,Example_Germany,historical_1981_2010
1982-02-26,-5.5,4.5,Example_Germany,historical_1981_2010
1982-02-27,-4.97,5.03,Example_Germany,historical_1981_2010
1982-02-28,-4.27,5.73,Example_Germany,historical_1981_2010
1982-03-01,-3.49,6.51,Example_Germany,historical_1981_2010
1982-03-02,-2.7,7.3,Example_Germany,historical_1981_2010
1982-03-03,-2.0,8.0,Example_Germany,historical_1981_2010
1982-03-04,-1.46,8.54,Example_Germany,historical_1981_2010
1982-03-05,-1.14,8.86,Example_Germany,historical_1981_2010
1982-03-06,-1.05,8.95,Example_Germany,historical_1981_2010
1982-03-07,-1.2,8.8,Example_Germany,historical_1981_2010
1982-03-08,-1.54,8.46,Example_Germany,historical_1981_2010
1982-03-09,-2.01,7.99,Example_Germany,historical_1981_2010
1982-03-10,-2.52,7.48,Example_Germany,historical_1981_2010
1982-03-11,-2.98,7.02,Example_Germany,historical_1981_2010
1982-03-12,-3.31,6.69,Example_Germany,historical_1981_2010
1982-03-13,-3.45,6.55,Example_Germany,historical_1981_2010
1982-03-14,-3.35,6.65,Example_Germany,historical_1981_2010
1982-03-15,-3.0,7.0,Example_Germany,historical_1981_2010
1982-03-16,-2.44,7.56,Example_Germany,historical_1981_2010
1982-03-17,-1.71,8.29,Example_Germany,historical_1981_2010
1982-03-18,-0.9,9.1,Example_Germany,historical_1981_2010
1982-03-19,-0.08,9.92,Example_Germany,historical_1981_2010
